,County,State,Avg_house_price,Avg_property_tax,Tax_per_1000
721,Putnam County,IL,143489.2730045755,2330.554143365531,16.242009556290775
722,Randolph County,IL,121442.80633688976,1585.3109171246901,13.053971370909702
723,Richland County,IL,106526.36457260555,1487.0030895983523,13.959014705555356
724,Rock Island County,IL,135884.79234286526,2879.890544670568,21.193619205039603
725,St. Clair County,IL,145619.042937223,2935.3799195844217,20.157939925823275
726,Saline County,IL,91476.23075856331,1539.495215642768,16.82945616447639
727,Sangamon County,IL,149715.97836012475,2922.911390224152,19.52304237823849
728,Schuyler County,IL,94677.82258064517,1703.5887096774193,17.993534950873293
729,Scott County,IL,102815.14770584537,1416.3419233186676,13.77561531468912
730,Shelby County,IL,103928.53580828369,1791.0236874913423,17.23322351808393
731,Stark County,IL,97852.9501525941,1773.0417090539165,18.119450729783775
732,Stephenson County,IL,142560.60584100298,2814.7909268787594,19.744521358292204
733,Tazewell County,IL,153144.9272911735,2962.9595632639257,19.347422181542257
734,Union County,IL,118573.4670266101,1515.7732356344004,12.783409928413684
735,Vermilion County,IL,93662.3741364519,1718.070167517045,18.343226758421448
736,Wabash County,IL,107192.64665381437,1592.2335444781052,14.853943756238495
737,Warren County,IL,110901.12893642305,1866.9835611012081,16.834666869545618
738,Washington County,IL,130314.2208774584,2294.5969310568403,17.60818516664099
739,Wayne County,IL,92697.5,1141.267857142857,12.31174365158561
740,White County,IL,91114.89406335221,1128.8021816656178,12.38877785316593
741,Whiteside County,IL,124335.75816175634,2506.0687066317823,20.155655490285245
742,Will County,IL,235920.93344923542,5836.398725076949,24.738791254116514
743,Williamson County,IL,119727.09617276918,1865.6895748096742,15.582851622137714
744,Winnebago County,IL,132484.1403508772,3583.5233366434954,27.04869675081655
745,Woodford County,IL,175937.151915003,3446.1143004027076,19.58718930534672
751,Adams County,IN,162340.1911363159,1307.2568788069734,8.052576935241373
752,Allen County,IN,138430.03575931705,1270.773476095,9.179897044196712
753,Bartholomew County,IN,161552.4084507042,1394.694835680751,8.633079810173957
754,Benton County,IN,98693.82566585956,762.3083131557707,7.723971667048981
755,Blackford County,IN,85245.23331660812,704.114400401405,8.259868300040466
756,Boone County,IN,243746.30761994355,2427.057855126999,9.957311266890407
757,Brown County,IN,204105.67612687813,1029.9248747913189,5.04603739756403
758,Carroll County,IN,129300.6706051413,1000.1756346798659,7.7352702812671765
759,Cass County,IN,104556.88448604925,818.9402890120876,7.832485570296011
760,Clark County,IN,146710.12079660463,1277.251061051257,8.705950578706203
761,Clay County,IN,109361.59420289854,683.9285714285714,6.253827739194062
762,Clinton County,IN,116489.1682330827,870.9116541353384,7.4763316396313755
763,Crawford County,IN,103611.01920236337,1003.8995568685376,9.689119599410704
764,Daviess County,IN,160376.55350640198,1085.0463996241044,6.76561739170178
765,Dearborn County,IN,172303.55126199062,1561.4055377916866,9.061946351979373
766,Decatur County,IN,133482.00573065903,903.5100286532951,6.768777736801501
767,DeKalb County,IN,134366.6874415706,1074.540355250857,7.997074094113701
768,Delaware County,IN,108293.07028612352,1030.4300378542441,9.515198295991812
769,Dubois County,IN,148740.12241282113,1291.874043649835,8.685444268119532
770,Elkhart County,IN,143028.47528194348,1360.0590161283803,9.50900870226979
771,Fayette County,IN,103697.88278613072,868.1190549248236,8.371617930862248
772,Floyd County,IN,181396.75784238716,1401.4728385615915,7.726008200098645
773,Fountain County,IN,110875.23516989825,814.7245152620465,7.348119839508017
774,Franklin County,IN,167158.14857471926,1103.671177656205,6.602556842527284
775,Fulton County,IN,131448.839071257,841.8094475580465,6.404084307672817
776,Gibson County,IN,119238.39215686274,1008.5490196078431,8.45825745688568
777,Grant County,IN,97072.36954206602,673.0724174653888,6.933717809100299
778,Greene County,IN,109634.50988103432,835.7585291515092,7.623133720015719
779,Hamilton County,IN,259174.69533447106,2595.9065452010673,10.016049374924464
780,Hancock County,IN,178059.95131450827,1716.4216163583253,9.639571412252046
781,Harrison County,IN,134955.67378834484,909.2942056696318,6.737724914742792
782,Hendricks County,IN,180307.41819349217,1887.5461487307666,10.468488582678257
783,Henry County,IN,108823.74466811345,970.8523535134326,8.921328304537779
784,Howard County,IN,114710.93928737873,834.2837774859128,7.2729225535834
785,Huntington County,IN,120997.59200363471,1020.8359836437983,8.436828921464262
786,Jackson County,IN,127854.37479858202,807.9439252336449,6.319251308423788
787,Jasper County,IN,156380.9185405176,838.3220195163343,5.360769250751835
788,Jay County,IN,114097.14007149822,713.8609034774131,6.256606458585
789,Jefferson County,IN,161819.35519366196,1050.1320422535211,6.489532979517471
790,Jennings County,IN,103610.2825843396,902.3403460724511,8.70898450969805
791,Johnson County,IN,168755.8917197452,1584.501931711392,9.389313259312996
792,Knox County,IN,108168.26913199795,929.8613251155624,8.596433432625707
793,Kosciusko County,IN,165313.72514439397,1191.4598121775937,7.207264920906645
794,LaGrange County,IN,192206.46147359544,1354.2848107937177,7.045990027654528
795,Lake County,IN,156081.8889391379,1936.6735692920445,12.408060809971523
796,LaPorte County,IN,150377.23003152915,1371.446400420389,9.12004031549751
797,Lawrence County,IN,125834.22136775611,998.0705850041197,7.931630792924081
798,Madison County,IN,111038.17858453548,1054.840075657059,9.499796278214246
799,Marion County,IN,144238.66264957737,1543.8184702697022,10.703222297757666
800,Marshall County,IN,153934.93472584855,1201.544199925401,7.805532916003109
801,Martin County,IN,127543.57851722125,798.10274372446,6.257490600490704
802,Miami County,IN,108457.92837577357,598.6811403063813,5.519938922603557
803,Monroe County,IN,194755.51010587104,1444.4623951601816,7.416798602385922
804,Montgomery County,IN,129195.6918934513,636.5612078084431,4.927108624747489
805,Morgan County,IN,168845.46250064342,912.5135121223041,5.40443017305737
806,Newton County,IN,125722.11278010342,1127.160797833046,8.965493602581493
807,Noble County,IN,141024.32371842774,1076.251681363025,7.631674118231495
808,Ohio County,IN,143689.57654723126,783.3333333333334,5.451566857919223
809,Orange County,IN,100398.61567745285,616.6291745976813,6.141809530309705
810,Owen County,IN,124510.13755980862,1014.2194976076555,8.145678074771011
811,Parke County,IN,112607.83144504075,737.9049890677798,6.552874516795227
812,Perry County,IN,115749.08562638865,968.8600239275338,8.370347106281171
813,Pike County,IN,117561.46329837941,931.3393708293613,7.922148505973895
814,Porter County,IN,192255.91487935657,1836.1280998659518,9.55043750418888
815,Posey County,IN,146565.2605459057,1214.6992792154083,8.287770749296708
816,Pulaski County,IN,110256.89134808852,608.4758551307847,5.518710419739524
817,Putnam County,IN,144554.445950172,1003.273220056291,6.9404521836853075
818,Randolph County,IN,90077.47457845282,819.6421675891363,9.099302255363192
819,Ripley County,IN,152081.68524511566,1028.7546446122499,6.764487406581325
820,Rush County,IN,125902.74278748476,965.9894351889476,7.6725050924384695
821,St. Joseph County,IN,139022.21169036336,1393.522906793049,10.02374289582421
822,Scott County,IN,112027.86936236391,1003.4370139968896,8.957030243529715
823,Shelby County,IN,140565.56672612292,1141.138316847738,8.118192409604301
824,Spencer County,IN,134861.96224079232,928.3039306716187,6.883363664946218
825,Starke County,IN,114362.97731045932,921.8456004427228,8.060699556117742
826,Steuben County,IN,170303.56251200306,1132.8500096024582,6.651945460756961
827,Sullivan County,IN,94378.11068029609,726.5773704617553,7.698579312771171
828,Switzerland County,IN,139008.99830220712,962.8522920203735,6.926546509795875
829,Tippecanoe County,IN,160469.8864900957,1279.7490540841309,7.97501065200241
830,Tipton County,IN,130440.755546672,935.2988207075755,7.170295946138731
831,Union County,IN,126565.64885496184,1220.7453973955994,9.64515576256015
832,Vanderburgh County,IN,134251.38411971682,1137.0130145406758,8.46928336714026
833,Vermillion County,IN,92348.32358674463,813.9181286549708,8.81356690671749
834,Vigo County,IN,120118.5806712495,1134.007278608977,9.440731586003519
835,Wabash County,IN,110603.06533181958,488.0483021983693,4.412610995311735
836,Warren County,IN,123953.91136801541,898.5356454720617,7.248949513213314
837,Warrick County,IN,168705.10025924555,1418.8878895296546,8.410462323600647
838,Washington County,IN,131856.47668393783,899.108326304374,6.818840825388894
839,Wayne County,IN,120625.73395964557,1058.5886623251843,8.775811160488583
840,Wells County,IN,131419.0936277893,761.9162640901772,5.797607052808541
841,White County,IN,135960.81323225363,990.8201240523777,7.287541906356648
842,Whitley County,IN,152382.61359369132,1220.7848291400676,8.011313104230734
848,Adair County,IA,106617.88879935537,1449.597099113618,13.596190240097707
849,Adams County,IA,130326.18320610687,1244.2748091603053,9.54738931617849
850,Allamakee County,IA,177597.26596675414,1583.989501312336,8.91899710668325
851,Appanoose County,IA,101904.45908284774,1360.2229541423867,13.34802192548349
852,Audubon County,IA,117402.8686687584,1208.4267144778125,10.292991373892912
853,Benton County,IA,158427.38939134686,1946.5289660229773,12.286568462064771
854,Black Hawk County,IA,144425.65163191297,2185.0181323662737,15.129016955624122
855,Boone County,IA,140634.28713610352,2044.6379696441902,14.538687622211386
856,Bremer County,IA,168421.8608371101,2196.3876299653425,13.040988972860168
857,Buchanan County,IA,148043.45374180767,1831.0013717421125,12.367999566772033
858,Buena Vista County,IA,129247.18178424785,1703.3594624860023,13.179083976696822
859,Butler County,IA,139683.8306451613,1665.100806451613,11.92049787553054
860,Calhoun County,IA,103853.91485561179,1319.4105388508485,12.704485340636666
861,Carroll County,IA,131150.95245470034,1510.9648443549636,11.520807253587064
862,Cass County,IA,125128.13883065456,1691.8238993710693,13.520730949740596
863,Cedar County,IA,182056.29128137385,1962.21928665786,10.778091066488809
864,Cerro Gordo County,IA,141654.24597878766,1816.7099810353304,12.824959594274201
865,Cherokee County,IA,102226.48231190832,1221.175884404584,11.945787987486387
866,Chickasaw County,IA,132692.98787734727,1380.7701449964345,10.405750651064759
867,Clarke County,IA,122218.97696212417,1725.4197579070676,14.117445594735894
868,Clay County,IA,123573.1757259866,1675.0372300819063,13.55502292662741
869,Clayton County,IA,138991.63235051886,1736.3860978422006,12.492738364733066
870,Clinton County,IA,134173.32612661307,1972.373488277819,14.700190754879124
871,Crawford County,IA,129133.43698175788,1442.993366500829,11.174436305793321
872,Dallas County,IA,211687.03776169047,3175.9098023870083,15.002854383376707
873,Davis County,IA,128967.58104738155,1718.7863674147964,13.327274602315208
874,Decatur County,IA,118664.66602129719,1573.2817037754114,13.258215410921467
875,Delaware County,IA,155133.86723616303,2010.9450080085423,12.962643450042055
876,Des Moines County,IA,124646.41198989982,1810.47487171133,14.524885576794896
877,Dickinson County,IA,235641.43912072814,2272.505581315473,9.643913183500723
878,Dubuque County,IA,168247.5802919708,2174.215328467153,12.922713804823214
879,Emmet County,IA,108728.1057810578,1452.429274292743,13.358360875130591
880,Fayette County,IA,120262.69767441861,1407.1627906976744,11.700741941671875
881,Floyd County,IA,116833.73031893419,1406.3584981832862,12.03726436144931
882,Franklin County,IA,107799.20876445527,1311.503347534997,12.166168588497472
883,Fremont County,IA,120677.80210157618,1431.523642732049,11.86236091312896
884,Greene County,IA,109135.91141396934,1537.4787052810902,14.087743304302435
885,Grundy County,IA,144745.337854202,1827.2947444901913,12.624204493071655
886,Guthrie County,IA,152160.6035665295,1830.9739368998628,12.033166890661697
887,Hamilton County,IA,107194.52513966481,1576.04469273743,14.702660333482386
888,Hancock County,IA,119043.5112506541,1347.0957613814758,11.315994859602847
889,Hardin County,IA,111021.92753081808,1351.3634665670527,12.172041114958429
890,Harrison County,IA,147180.3239220836,1813.7229152987525,12.323134417470957
891,Henry County,IA,132386.74092705714,1735.8246496586416,13.111771144929476
892,Howard County,IA,142409.5802627363,1515.9564242230053,10.645045238011134
893,Humboldt County,IA,115259.74317817015,1418.9727126805778,12.311086885618943
894,Ida County,IA,117425.62446167097,1111.6279069767443,9.466655272841166
895,Iowa County,IA,166810.59829059828,1845.2991452991453,11.062241633379173
896,Jackson County,IA,145322.441314554,1645.9154929577464,11.325955427593746
897,Jasper County,IA,137147.82362916903,2006.5008479366875,14.630205531821058
898,Jefferson County,IA,134753.17443577305,1799.8734444210081,13.356816653539216
899,Johnson County,IA,221360.8828564441,3113.9367816091954,14.06724052337933
900,Jones County,IA,174302.96202930517,1688.6403025051204,9.687961023985428
901,Keokuk County,IA,95896.98708751793,1206.8005738880918,12.584342955287386
902,Kossuth County,IA,121312.29508196721,1299.3293591654246,10.710615591663693
903,Lee County,IA,109284.21549202755,1463.8173412586093,13.394590743668713
904,Linn County,IA,171999.4042872555,2603.511734446581,15.136748555817478
905,Louisa County,IA,146809.51957295372,1479.5077105575326,10.07773688559974
906,Lucas County,IA,103968.37985023826,1474.1660993873384,14.178985009777087
907,Lyon County,IA,136974.87137828325,1522.231248307609,11.113215387541164
908,Madison County,IA,182698.91961970614,2504.1270527225583,13.706304656507996
909,Mahaska County,IA,125998.4318645131,1790.6382311431707,14.21159140352362
910,Marion County,IA,162554.715815486,2129.1700988467874,13.098174901696387
911,Marshall County,IA,118621.86861054316,1828.8114499066585,15.417152598657621
912,Mills County,IA,175921.4961694457,2357.4808472284813,13.400754873968221
913,Mitchell County,IA,171565.36784741146,1449.591280653951,8.449206846589243
914,Monona County,IA,102802.99442896935,1189.3802228412255,11.569509521077379
915,Monroe County,IA,137690.78525641025,1668.9102564102564,12.120711297436365
916,Montgomery County,IA,98157.87649653434,1441.1153119092628,14.68160644204792
917,Muscatine County,IA,142573.77279102383,2086.214008745153,14.632522994274701
918,O'Brien County,IA,129678.99084617101,1567.6713552132173,12.08886146463643
919,Osceola County,IA,100800.72568940494,1151.717464925012,11.425686244301195
920,Page County,IA,98738.24531516184,1434.1567291311756,14.524835078378208
921,Palo Alto County,IA,107976.16837918462,1378.5548558170367,12.767214066866178
922,Plymouth County,IA,148765.53282289443,1826.7854901468559,12.279628590593267
923,Pocahontas County,IA,91743.35443037975,912.1835443037975,9.94277514668396
924,Polk County,IA,176181.69018786357,3007.318416638152,17.06941517833908
925,Pottawattamie County,IA,152025.88276560916,2369.8807389508147,15.588666191826395
926,Poweshiek County,IA,153167.60617760618,1876.5444015444016,12.251574914400935
927,Ringgold County,IA,120355.6543837357,1534.4980940279543,12.749696737433212
928,Sac County,IA,120831.79892685682,1113.7249364586276,9.217151001226087
929,Scott County,IA,172975.81297734697,2573.9457798740777,14.880379722286163
930,Shelby County,IA,135190.87481146306,1684.640522875817,12.461199953215878
931,Sioux County,IA,154038.35140997832,1930.650759219089,12.533571941967857
932,Story County,IA,187559.34277679407,2536.8294969274034,13.5254765738136
933,Tama County,IA,127771.04299209562,1637.941006362059,12.819344414863922
934,Taylor County,IA,93516.61616161616,1110.858585858586,11.878729486306382
935,Union County,IA,109037.48071979434,1689.3830334190231,15.493599285922768
936,Van Buren County,IA,95781.65029469549,1276.8565815324166,13.33091022762562
937,Wapello County,IA,96322.89337717238,1501.1742602160639,15.58481278524206
938,Warren County,IA,181996.5557416442,2726.600160198063,14.981603080822293
939,Washington County,IA,142835.701384708,1943.859121011439,13.60905643453891
940,Wayne County,IA,103740.55366682856,1199.6600291403595,11.564041126994248
941,Webster County,IA,110888.90919584455,1589.361292804925,14.332914845414356
942,Winnebago County,IA,110564.13356361543,1473.7766263673,13.329608606929762
943,Winneshiek County,IA,175662.84329563813,2102.924071082391,11.971365324784133
944,Woodbury County,IA,120758.41281953453,1894.9103395650516,15.691745985406994
945,Worth County,IA,113435.49273655281,1424.9705535924618,12.561946170603509
946,Wright County,IA,89455.29897909577,1293.2668935342733,14.457130078303
951,Allen County,KS,77076.2881312484,1224.583440143553,15.887939985619004
952,Anderson County,KS,108561.78498985802,1633.5091277890467,15.046815303761367
953,Atchison County,KS,124689.16814946619,1609.497330960854,12.908076578324213
954,Barber County,KS,86876.61188369153,947.4083438685209,10.905217449512074
955,Barton County,KS,101756.57365510307,1465.0703871292108,14.397795980188624
956,Bourbon County,KS,94642.34211834909,1382.3719542516162,14.606273717560551
957,Brown County,KS,105432.13403880071,1234.6384479717813,11.710267075855779
958,Butler County,KS,153895.9618371422,2539.0559130241845,16.498522006127082
959,Chase County,KS,105294.57177322074,1482.3884197828709,14.078488518625443
960,Chautauqua County,KS,98046.56126482213,1180.0790513833992,12.035904535152694
961,Cherokee County,KS,87709.50539713226,1053.165780570324,12.007430389691354
962,Cheyenne County,KS,93611.72344689378,1270.6412825651303,13.57352728673956
963,Clark County,KS,76194.85294117648,1302.0588235294117,17.08854041013269
964,Clay County,KS,120889.54562246028,1616.8821573697821,13.374871656969638
965,Cloud County,KS,85001.89589796621,1321.6132368148915,15.548044227170147
966,Coffey County,KS,122602.15613382899,1394.6840148698884,11.37568913019353
967,Comanche County,KS,75499.12739965096,1008.0279232111693,13.351517533112965
968,Cowley County,KS,100121.88836724048,1532.9368805425142,15.310706834851167
969,Crawford County,KS,110609.91010505795,1337.9183364020362,12.095826993542202
970,Decatur County,KS,63775.728155339806,1083.2303618711385,16.98499402833462
971,Dickinson County,KS,126783.97079276774,1647.2531293463144,12.992597715990453
972,Doniphan County,KS,115200.76988879385,1263.7724550898204,10.970173691632194
973,Douglas County,KS,202892.2568127701,2561.103271893465,12.622971975992474
974,Edwards County,KS,76527.0132517839,977.0642201834862,12.767572895714837
975,Elk County,KS,128828.68447082097,1193.3728981206725,9.263254554081591
976,Ellis County,KS,153846.44345838376,1943.0146564474924,12.629571491999343
977,Ellsworth County,KS,108938.34033613445,1421.2710084033613,13.046563808645898
978,Finney County,KS,124225.09122939473,1631.0683276708191,13.12994268330928
979,Ford County,KS,108118.17162086371,1767.2321929332586,16.345376234537
980,Franklin County,KS,141196.58323959506,1893.433633295838,13.409911131368453
981,Geary County,KS,163628.35847071203,2143.5110487548227,13.099875038705418
982,Gove County,KS,93726.97095435685,1113.5892116182572,11.88120346021374
983,Graham County,KS,84459.00755124056,1270.334412081985,15.040839916468162
984,Grant County,KS,103608.28025477707,1339.5884370406663,12.929356936979966
985,Gray County,KS,124322.17194570135,1778.79767291532,14.307968120861203
986,Greeley County,KS,98229.86301369863,1772.876712328767,18.048245797528303
987,Greenwood County,KS,76458.97204688909,1044.9053201082056,13.666222447607703
988,Hamilton County,KS,94227.94117647059,1321.7914438502673,14.027595502429682
989,Harper County,KS,103121.62849872773,1383.765903307888,13.418774736717431
990,Harvey County,KS,125575.56986070072,1759.3710426340228,14.010456369703672
991,Haskell County,KS,116136.40684410646,1288.4980988593156,11.094695745055269
992,Hodgeman County,KS,108089.34426229508,1738.032786885246,16.079594142671894
993,Jackson County,KS,138168.1956411556,1738.291941206285,12.580984597359155
994,Jefferson County,KS,140652.3755838299,1992.2692865195684,14.16449084667013
995,Jewell County,KS,63849.82788296041,904.0447504302927,14.158922277558007
996,Johnson County,KS,257833.35482173398,3286.972766741218,12.74843888609304
997,Kearny County,KS,107247.9035639413,1072.8511530398323,10.0034696939339
998,Kingman County,KS,123550.33025099075,1679.0400704535448,13.589927821662625
999,Kiowa County,KS,125517.921686747,1852.1084337349398,14.755728973566152
1000,Labette County,KS,108580.26008669556,1511.7872624208069,13.923223808947641
1001,Lane County,KS,137015.13687600644,1086.634460547504,7.930762142951165
1002,Leavenworth County,KS,174634.53404207193,2323.671115132323,13.305908409687845
1003,Lincoln County,KS,75048.06629834254,1460.1289134438305,19.45591652740662
1004,Linn County,KS,138573.09766327142,1568.004793289395,11.315362214818931
1005,Logan County,KS,143875.84204413474,1536.7015098722416,10.680747289046966
1006,Lyon County,KS,109452.07958921694,1659.7175866495506,15.16387439031413
1007,McPherson County,KS,142863.18534961154,1878.0688124306325,13.145925647917378
1008,Marion County,KS,113855.23560209424,1543.5602094240837,13.557217648019092
1009,Marshall County,KS,110793.10030395137,1416.6869300911853,12.786779377096826
1010,Meade County,KS,106626.50406504064,1194.7154471544716,11.20467615092878
1011,Miami County,KS,181744.09295659297,2469.2260442260445,13.5862794991405
1012,Mitchell County,KS,95118.69587366276,1465.7666836474784,15.409869428764233
1013,Montgomery County,KS,98190.869338886,1367.6106194690265,13.928083422390264
1014,Morris County,KS,109468.44046364594,1552.7924130663857,14.184840913871081
1015,Morton County,KS,103303.74396135265,1517.512077294686,14.689807156093083
1016,Nemaha County,KS,143407.23827275552,1480.0869835352594,10.320866654723426
1017,Neosho County,KS,89492.2996223248,1441.3554343264793,16.105915709053004
1018,Ness County,KS,83832.57243195786,1011.6769095697981,12.06782614706138
1019,Norton County,KS,73893.12233718808,1098.2349360925136,14.862478419589083
1020,Osage County,KS,120919.52936444087,1728.1777956556718,14.291965944120534
1021,Osborne County,KS,75087.97327394209,1066.443949517446,14.202593345098796
1022,Ottawa County,KS,119042.18905472636,1800.6467661691543,15.126122767629521
1023,Pawnee County,KS,91007.17086834734,1500.7282913165266,16.490220243056537
1024,Phillips County,KS,85261.73304628633,1319.6447793326158,15.477573961770348
1025,Pottawatomie County,KS,161239.98091603053,1825.8905852417304,11.324056073863003
1026,Pratt County,KS,119373.2232591529,1812.5987078248386,15.184298943572825
1027,Rawlins County,KS,85430.65868263473,1232.4550898203593,14.426379344665843
1028,Reno County,KS,111387.64168401573,1848.1320842007865,16.59189526108798
1029,Republic County,KS,74798.5294117647,1299.6606334841629,17.375483765590523
1030,Rice County,KS,88962.97736916548,1413.3663366336634,15.887129437773687
1031,Riley County,KS,194422.661968013,2590.8556971175567,13.325893550124377
1032,Rooks County,KS,91846.41817122888,1246.592894583576,13.572580394583904
1033,Rush County,KS,75078.2905982906,1146.2393162393162,15.267253784084078
1034,Russell County,KS,89162.69579554822,1247.7328936521021,13.99388928878034
1035,Saline County,KS,138510.9987357775,1840.3286978508218,13.286516700102773
1036,Scott County,KS,146126.46514497223,2023.3806292412091,13.846777359828767
1037,Sedgwick County,KS,147305.77156792517,2009.0070585205276,13.63834585119525
1038,Seward County,KS,100615.37676128242,1468.245864815193,14.592658816939256
1039,Shawnee County,KS,135926.5870710982,2100.9336345057545,15.456384801354817
1040,Sheridan County,KS,127809.30760499432,1542.4517593643586,12.068383658969804
1041,Sherman County,KS,85797.26205997393,1183.3116036505867,13.791950643173546
1042,Smith County,KS,81113.66366366367,1429.954954954955,17.629026854023476
1043,Stafford County,KS,93405.95084087968,1165.653298835705,12.47943293057887
1044,Stanton County,KS,92388.01916932907,1368.5303514376997,14.812855213720436
1045,Stevens County,KS,117416.8986083499,1181.4446653412856,10.061964498671141
1046,Sumner County,KS,105397.01450099517,1641.811202729599,15.577397618924936
1047,Thomas County,KS,141979.54743255005,1761.8798955613577,12.40939224995326
1048,Trego County,KS,90853.0172413793,1421.875,15.650278253526205
1049,Wabaunsee County,KS,123052.45183887916,1770.0963222416813,14.384892749308134
1050,Wallace County,KS,88871.45922746781,1192.489270386266,13.418135369354882
1051,Washington County,KS,78264.39049064238,1214.7192716236723,15.52071464440663
1052,Wichita County,KS,95206.81114551083,1682.6625386996905,17.673762186278527
1053,Wilson County,KS,81146.39321074965,1017.998585572843,12.545210517600509
1054,Woodson County,KS,62013.60263808739,1136.108821104699,18.320316394695737
1055,Wyandotte County,KS,109996.33442565902,1839.674622277644,16.724872077632618
1060,Adair County,KY,106292.08388437559,619.1762705460042,5.8252340900526836
1061,Allen County,KY,110696.85272126587,808.5724221874457,7.304384924325058
1062,Anderson County,KY,158474.29162687043,1266.6666666666667,7.992884231652211
1063,Ballard County,KY,120406.3687150838,947.4115456238361,7.868450446053108
1064,Barren County,KY,128486.68065023597,921.8493270407272,7.174668396564528
1065,Bath County,KY,88139.63909774437,595.6691729323309,6.758243839321269
1066,Bell County,KY,79897.33333333333,438.14666666666665,5.483870967741935
1067,Boone County,KY,194148.96655508122,1783.2529713460888,9.184972771102386
1068,Bourbon County,KY,199239.5948827292,1281.5565031982942,6.432238049633698
1069,Boyd County,KY,136764.63658590798,996.7918796769652,7.2883744260222985
1070,Boyle County,KY,157464.66049382716,1253.0162738496072,7.957444355577976
1071,Bracken County,KY,120150.50505050505,1024.9028749028748,8.530158691152058
1072,Breathitt County,KY,73368.53012048193,429.13253012048193,5.848999965186479
1073,Breckinridge County,KY,115523.94268945279,680.9770412566891,5.894683174787987
1074,Bullitt County,KY,158290.35129619174,1427.1092969733813,9.015769345934325
1075,Butler County,KY,104781.75317796611,646.1334745762712,6.166469399293679
1076,Caldwell County,KY,128888.15477757304,581.7320347459857,4.513463907912266
1077,Calloway County,KY,137769.4843443216,969.4016740725432,7.036403443666505
1078,Campbell County,KY,177573.54302330344,1938.9933243232174,10.91938185897861
1079,Carlisle County,KY,97222.31707317074,609.939024390244,6.273652415948862
1080,Carroll County,KY,114511.2412177986,882.3575331772053,7.705422837038113
1081,Carter County,KY,97706.51960784313,467.9779411764706,4.789628604669947
1082,Casey County,KY,93127.78455284552,522.479674796748,5.610352241336376
1083,Christian County,KY,129902.92022234401,890.0962968762233,6.852011450956757
1084,Clark County,KY,164111.79219650038,1239.604390827084,7.553414500177021
1085,Clay County,KY,79775.41615559839,500.14017872787804,6.269352174263522
1086,Clinton County,KY,76983.89307745031,400.9252912954078,5.207911360004274
1087,Crittenden County,KY,95493.72869802317,552.0449897750511,5.780955433427107
1088,Cumberland County,KY,87613.88028895769,456.0371517027864,5.205078809416257
1089,Daviess County,KY,136864.5390070922,1192.7514680088461,8.714832027798222
1090,Edmonson County,KY,139976.64813343924,667.1697114111729,4.766292951772659
1091,Elliott County,KY,151555.17090271693,427.2129710780018,2.818861069096938
1092,Estill County,KY,88342.5079442679,632.3392813493034,7.157814466261512
1093,Fayette County,KY,210642.6563876652,1909.3289280469896,9.064303312492768
1094,Fleming County,KY,116419.62411520624,698.2426165486942,5.997636754588117
1095,Floyd County,KY,102434.79499908071,592.3607280750138,5.782807766446253
1096,Franklin County,KY,160878.4768715764,1364.5085209981742,8.4816101415941
1097,Fulton County,KY,85500.70603337612,627.8562259306804,7.343287033040287
1098,Gallatin County,KY,122507.10253998119,1009.0310442144873,8.236510563827773
1099,Garrard County,KY,142183.32009531374,1103.9515488482923,7.764283096696922
1100,Grant County,KY,140524.91925888153,1079.296277409485,7.680461822014324
1101,Graves County,KY,111744.26369053249,710.5551877423626,6.358762090107756
1102,Grayson County,KY,113055.36612632756,578.7451089994411,5.119129934555728
1103,Green County,KY,87050.24644824587,589.0113076253987,6.766337048518118
1104,Greenup County,KY,113111.28115835777,1023.5062316715542,9.048666244338861
1105,Hancock County,KY,112693.87755102041,704.7619047619048,6.253772787637329
1106,Hardin County,KY,162803.4372756998,1164.742004944573,7.154283867926806
1107,Harlan County,KY,69394.6757767178,420.9488204202656,6.066010334491621
1108,Harrison County,KY,171459.70673275506,968.3601817430814,5.6477419692103625
1109,Hart County,KY,117037.74230330673,649.904979095401,5.552952118737503
1110,Henderson County,KY,127890.23229553153,1097.4673334408776,8.581322543107328
1111,Henry County,KY,141255.64478034954,1204.180444024563,8.524830606925804
1112,Hickman County,KY,76035.69651741293,655.5970149253732,8.622226729720754
1113,Hopkins County,KY,107830.91154220658,834.3270167028687,7.737364033840158
1114,Jackson County,KY,90505.7843370626,520.2570816472269,5.748329628410046
1115,Jefferson County,KY,188952.84469233878,1752.5991300378312,9.275325454303106
1116,Jessamine County,KY,221016.49324963454,1862.1979533923811,8.425606279478242
1117,Johnson County,KY,96846.87590396298,603.066242406711,6.227007704458472
1118,Kenton County,KY,168763.23189522343,1876.0424691833591,11.116417054326734
1119,Knott County,KY,87966.07142857143,379.5296167247387,4.314500017576859
1120,Knox County,KY,85169.27325216518,555.4914020333878,6.522204321137212
1121,Larue County,KY,139194.03481822836,835.5606758832565,6.002848304342956
1122,Laurel County,KY,114911.67123629112,652.7293120638086,5.680269941611163
1123,Lawrence County,KY,109681.08166811468,651.6941789748046,5.9417191101996405
1124,Lee County,KY,78226.1446886447,558.4249084249084,7.138596829072281
1125,Leslie County,KY,61850.42600189334,428.8734616598296,6.9340421624048485
1126,Letcher County,KY,70569.94892167991,368.30306469920544,5.21897876258854
1127,Lewis County,KY,96404.17475728155,425.92233009708735,4.418090100033939
1128,Lincoln County,KY,99816.40918580376,642.7279053583856,6.4391006508957505
